date,weightclass,fighter,rank
12/14/15,Heavyweight,Matt Mitrione,13
12/14/15,Heavyweight,Alexey Oliynyk,15
12/14/15,Women's Strawweight,Joanna Jedrzejczyk,0
12/14/15,Women's Strawweight,Claudia Gadelha,1
12/14/15,Women's Strawweight,Carla Esparza,2
12/14/15,Women's Strawweight,Rose Namajunas,3
12/14/15,Women's Strawweight,Tecia Torres,4
12/14/15,Women's Strawweight,Jessica Penne,5
12/14/15,Women's Strawweight,Valerie Letourneau,6
12/14/15,Women's Strawweight,Randa Markos,7
12/14/15,Women's Strawweight,Paige VanZant,8
12/14/15,Women's Strawweight,Joanne Calderwood,9
12/14/15,Women's Strawweight,Maryna Moroz,10
12/14/15,Women's Strawweight,Michelle Waterson,11
12/14/15,Women's Strawweight,Jessica Aguilar,12
12/14/15,Women's Strawweight,Juliana Lima,13
12/14/15,Women's Strawweight,Felice Herrig,14
12/14/15,Women's Strawweight,Aisling Daly,15
12/14/15,Women's Bantamweight,Holly Holm,0
12/14/15,Women's Bantamweight,Ronda Rousey,1
12/14/15,Women's Bantamweight,Miesha Tate,2
12/14/15,Women's Bantamweight,Cat Zingano,3
12/14/15,Women's Bantamweight,Amanda Nunes,4
12/14/15,Women's Bantamweight,Sarah Kaufman,5
12/14/15,Women's Bantamweight,Julianna Pena,6
12/14/15,Women's Bantamweight,Sara McMann,7
12/14/15,Women's Bantamweight,Bethe Correia,8
12/14/15,Women's Bantamweight,Jessica Eye,9
12/14/15,Women's Bantamweight,Liz Carmouche,10
12/14/15,Women's Bantamweight,Marion Reneau,11
12/14/15,Women's Bantamweight,Raquel Pennington,12
12/14/15,Women's Bantamweight,Germaine de Randamie,13
12/14/15,Women's Bantamweight,Jessica Andrade,14
12/14/15,Women's Bantamweight,Lauren Murphy,15
12/21/15,Pound-for-Pound,Demetrious Johnson,1
12/21/15,Pound-for-Pound,Jon Jones,2
12/21/15,Pound-for-Pound,Conor McGregor,3
12/21/15,Pound-for-Pound,TJ Dillashaw,4
12/21/15,Pound-for-Pound,Fabricio Werdum,5
12/21/15,Pound-for-Pound,Robbie Lawler,6
12/21/15,Pound-for-Pound,Jose Aldo,7
12/21/15,Pound-for-Pound,Rafael dos Anjos,8
12/21/15,Pound-for-Pound,Luke Rockhold,9
12/21/15,Pound-for-Pound,Daniel Cormier,10
12/21/15,Pound-for-Pound,Chris Weidman,11
12/21/15,Pound-for-Pound,Cain Velasquez,12
12/21/15,Pound-for-Pound,Joanna Jedrzejczyk,13
12/21/15,Pound-for-Pound,Ronda Rousey,14
12/21/15,Pound-for-Pound,Holly Holm,15
12/21/15,Flyweight,Demetrious Johnson,0
12/21/15,Flyweight,Joseph Benavidez,1
12/21/15,Flyweight,John Dodson,2
12/21/15,Flyweight,Henry Cejudo,3
12/21/15,Flyweight,Ian McCall,4
12/21/15,Flyweight,Jussier Formiga,5
12/21/15,Flyweight,Kyoji Horiguchi,6
12/21/15,Flyweight,John Moraga,7
12/21/15,Flyweight,Zach Makovsky,8
12/21/15,Flyweight,Dustin Ortiz,9
12/21/15,Flyweight,Ray Borg,10
12/21/15,Flyweight,Wilson Reis,11
12/21/15,Flyweight,Ali Bagautinov,12
12/21/15,Flyweight,Louis Smolka,13
12/21/15,Flyweight,Chris Cariaso,14
12/21/15,Flyweight,Sergio Pettis,15
12/21/15,Bantamweight,TJ Dillashaw,0
12/21/15,Bantamweight,Dominick Cruz,1
12/21/15,Bantamweight,Renan Barao,2
12/21/15,Bantamweight,Urijah Faber,3
12/21/15,Bantamweight,Raphael Assuncao,4
12/21/15,Bantamweight,Aljamain Sterling,5
12/21/15,Bantamweight,Thomas Almeida,6
12/21/15,Bantamweight,Bryan Caraway,7
12/21/15,Bantamweight,Michael McDonald,8
12/21/15,Bantamweight,Takeya Mizugaki,9
12/21/15,Bantamweight,Johnny Eduardo,10
12/21/15,Bantamweight,John Lineker,11
12/21/15,Bantamweight,Eddie Wineland,12
12/21/15,Bantamweight,Frankie Saenz,13
12/21/15,Bantamweight,Francisco Rivera,14
12/21/15,Bantamweight,Iuri Alcantara,15
12/21/15,Featherweight,Conor McGregor,0
12/21/15,Featherweight,Jose Aldo,1
12/21/15,Featherweight,Frankie Edgar,2
12/21/15,Featherweight,Chad Mendes,3
12/21/15,Featherweight,Max Holloway,4
12/21/15,Featherweight,Ricardo Lamas,5
12/21/15,Featherweight,Cub Swanson,6
12/21/15,Featherweight,Charles Oliveira,7
12/21/15,Featherweight,Dennis Bermudez,8
12/21/15,Featherweight,Jeremy Stephens,9
12/21/15,Featherweight,Hacran Dias,10
12/21/15,Featherweight,Darren Elkins,11
12/21/15,Featherweight,Tatsuya Kawajiri,12
12/21/15,Featherweight,Nik Lentz,13
12/21/15,Featherweight,Clay Guida,14
12/21/15,Featherweight,Thiago Tavares,15
12/21/15,Lightweight,Rafael dos Anjos,0
12/21/15,Lightweight,Anthony Pettis,1
12/21/15,Lightweight,Khabib Nurmagomedov,2
12/21/15,Lightweight,Donald Cerrone,3
12/21/15,Lightweight,Eddie Alvarez,4
12/21/15,Lightweight,Tony Ferguson,5
12/21/15,Lightweight,Michael Johnson,6
12/21/15,Lightweight,Edson Barboza,7
12/21/15,Lightweight,Nate Diaz,8
12/21/15,Lightweight,Beneil Dariush,9
12/21/15,Lightweight,Al Iaquinta,10
12/21/15,Lightweight,Bobby Green,11
12/21/15,Lightweight,Dustin Poirier,12
12/21/15,Lightweight,Benson Henderson,13
12/21/15,Lightweight,Michael Chiesa,14
12/21/15,Lightweight,Myles Jury,15
12/21/15,Welterweight,Robbie Lawler,0
12/21/15,Welterweight,Rory MacDonald,1
12/21/15,Welterweight,Tyron Woodley,2
12/21/15,Welterweight,Johny Hendricks,3
12/21/15,Welterweight,Carlos Condit,4
12/21/15,Welterweight,Demian Maia,5
12/21/15,Welterweight,Matt Brown,6
12/21/15,Welterweight,Dong Hyun Kim,7
12/21/15,Welterweight,Stephen Thompson,8
12/21/15,Welterweight,Neil Magny,9
12/21/15,Welterweight,Tarec Saffiedine,10
12/21/15,Welterweight,Rick Story,11
12/21/15,Welterweight,Kelvin Gastelum,12
12/21/15,Welterweight,Benson Henderson,13
12/21/15,Welterweight,Gunnar Nelson,14
12/21/15,Welterweight,Thiago Alves,15
12/21/15,Middleweight,Luke Rockhold,0
12/21/15,Middleweight,Chris Weidman,1
12/21/15,Middleweight,Yoel Romero,2
12/21/15,Middleweight,Jacare Souza,3
12/21/15,Middleweight,Vitor Belfort,4
12/21/15,Middleweight,Lyoto Machida,5
12/21/15,Middleweight,Tim Kennedy,6
12/21/15,Middleweight,Michael Bisping,7
12/21/15,Middleweight,Robert Whittaker,8
12/21/15,Middleweight,Gegard Mousasi,9
12/21/15,Middleweight,Thales Leites,10
12/21/15,Middleweight,Uriah Hall,11
12/21/15,Middleweight,Derek Brunson,12
12/21/15,Middleweight,Dan Henderson,13
12/21/15,Middleweight,Roan Carneiro,14
12/21/15,Middleweight,CB Dollaway,15
12/21/15,Light Heavyweight,Daniel Cormier,0
12/21/15,Light Heavyweight,Jon Jones,1
12/21/15,Light Heavyweight,Anthony Johnson,2
12/21/15,Light Heavyweight,Alexander Gustafsson,3
12/21/15,Light Heavyweight,Ryan Bader,4
12/21/15,Light Heavyweight,Glover Teixeira,5
12/21/15,Light Heavyweight,Ovince Saint Preux,6
12/21/15,Light Heavyweight,Rashad Evans,7
12/21/15,Light Heavyweight,Mauricio Rua,8
12/21/15,Light Heavyweight,Jimi Manuwa,9
12/21/15,Light Heavyweight,Rampage Jackson,10
12/21/15,Light Heavyweight,Antonio Rogerio Nogueira,11
12/21/15,Light Heavyweight,Patrick Cummins,12
12/21/15,Light Heavyweight,Corey Anderson,13
12/21/15,Light Heavyweight,Rafael Cavalcante,14
12/21/15,Light Heavyweight,Gian Villante,15
12/21/15,Heavyweight,Fabricio Werdum,0
12/21/15,Heavyweight,Cain Velasquez,1
12/21/15,Heavyweight,Andrei Arlovski,2
12/21/15,Heavyweight,Stipe Miocic,3
12/21/15,Heavyweight,Junior Dos Santos,4
12/21/15,Heavyweight,Alistair Overeem,5
12/21/15,Heavyweight,Travis Browne,6
12/21/15,Heavyweight,Josh Barnett,7
12/21/15,Heavyweight,Ben Rothwell,8
12/21/15,Heavyweight,Mark Hunt,9
12/21/15,Heavyweight,Frank Mir,10
12/21/15,Heavyweight,Roy Nelson,11
12/21/15,Heavyweight,Antonio Silva,12
12/21/15,Heavyweight,Jared Rosholt,13
12/21/15,Heavyweight,Matt Mitrione,14
12/21/15,Heavyweight,Alexey Oliynyk,15
12/21/15,Women's Strawweight,Joanna Jedrzejczyk,0
12/21/15,Women's Strawweight,Claudia Gadelha,1
12/21/15,Women's Strawweight,Carla Esparza,2
12/21/15,Women's Strawweight,Rose Namajunas,3
12/21/15,Women's Strawweight,Tecia Torres,4
12/21/15,Women's Strawweight,Jessica Penne,5
12/21/15,Women's Strawweight,Valerie Letourneau,6
12/21/15,Women's Strawweight,Paige VanZant,7
12/21/15,Women's Strawweight,Joanne Calderwood,8
12/21/15,Women's Strawweight,Randa Markos,9
12/21/15,Women's Strawweight,Maryna Moroz,10
12/21/15,Women's Strawweight,Michelle Waterson,11
12/21/15,Women's Strawweight,Karolina Kowalkiewicz,12
12/21/15,Women's Strawweight,Jessica Aguilar,13
12/21/15,Women's Strawweight,Juliana Lima,14
12/21/15,Women's Strawweight,Felice Herrig,15
12/21/15,Women's Bantamweight,Holly Holm,0
12/21/15,Women's Bantamweight,Ronda Rousey,1
12/21/15,Women's Bantamweight,Miesha Tate,2
12/21/15,Women's Bantamweight,Cat Zingano,3
12/21/15,Women's Bantamweight,Amanda Nunes,4
12/21/15,Women's Bantamweight,Julianna Pena,5
12/21/15,Women's Bantamweight,Sara McMann,6
12/21/15,Women's Bantamweight,Jessica Eye,7
12/21/15,Women's Bantamweight,Bethe Correia,8
12/21/15,Women's Bantamweight,Sarah Kaufman,9
12/21/15,Women's Bantamweight,Liz Carmouche,10
12/21/15,Women's Bantamweight,Marion Reneau,11
12/21/15,Women's Bantamweight,Valentina Shevchenko,12
12/21/15,Women's Bantamweight,Raquel Pennington,13
12/21/15,Women's Bantamweight,Germaine de Randamie,14
12/21/15,Women's Bantamweight,Jessica Andrade,15
1/4/16,Pound-for-Pound,Jon Jones,1
1/4/16,Pound-for-Pound,Demetrious Johnson,2
1/4/16,Pound-for-Pound,Conor McGregor,3
1/4/16,Pound-for-Pound,TJ Dillashaw,4
1/4/16,Pound-for-Pound,Robbie Lawler,5
1/4/16,Pound-for-Pound,Rafael dos Anjos,6
1/4/16,Pound-for-Pound,Fabricio Werdum,7
1/4/16,Pound-for-Pound,Jose Aldo,7
1/4/16,Pound-for-Pound,Luke Rockhold,9
1/4/16,Pound-for-Pound,Daniel Cormier,10
1/4/16,Pound-for-Pound,Chris Weidman,11
1/4/16,Pound-for-Pound,Cain Velasquez,12
1/4/16,Pound-for-Pound,Joanna Jedrzejczyk,13
1/4/16,Pound-for-Pound,Holly Holm,14
1/4/16,Pound-for-Pound,Ronda Rousey,14
1/4/16,Flyweight,Demetrious Johnson,0
1/4/16,Flyweight,Joseph Benavidez,1
1/4/16,Flyweight,John Dodson,2
1/4/16,Flyweight,Henry Cejudo,3
1/4/16,Flyweight,Ian McCall,4
1/4/16,Flyweight,Jussier Formiga,5
1/4/16,Flyweight,Kyoji Horiguchi,6
1/4/16,Flyweight,John Moraga,7
1/4/16,Flyweight,Zach Makovsky,8
1/4/16,Flyweight,Dustin Ortiz,9
1/4/16,Flyweight,Ali Bagautinov,10
1/4/16,Flyweight,Ray Borg,11
1/4/16,Flyweight,Wilson Reis,12
1/4/16,Flyweight,Louis Smolka,13
1/4/16,Flyweight,Chris Cariaso,14
1/4/16,Flyweight,Sergio Pettis,15
1/4/16,Bantamweight,TJ Dillashaw,0
1/4/16,Bantamweight,Dominick Cruz,1
1/4/16,Bantamweight,Renan Barao,2
1/4/16,Bantamweight,Urijah Faber,3
1/4/16,Bantamweight,Raphael Assuncao,4
1/4/16,Bantamweight,Aljamain Sterling,5
1/4/16,Bantamweight,Michael McDonald,6
1/4/16,Bantamweight,Thomas Almeida,7
1/4/16,Bantamweight,Bryan Caraway,8
1/4/16,Bantamweight,Takeya Mizugaki,9
1/4/16,Bantamweight,Johnny Eduardo,10
1/4/16,Bantamweight,John Lineker,11
1/4/16,Bantamweight,Eddie Wineland,12
1/4/16,Bantamweight,Frankie Saenz,13
1/4/16,Bantamweight,Francisco Rivera,14
1/4/16,Bantamweight,Iuri Alcantara,15
1/4/16,Featherweight,Conor McGregor,0
1/4/16,Featherweight,Jose Aldo,1
1/4/16,Featherweight,Frankie Edgar,2
1/4/16,Featherweight,Chad Mendes,3
1/4/16,Featherweight,Max Holloway,4
1/4/16,Featherweight,Ricardo Lamas,5
1/4/16,Featherweight,Cub Swanson,6
1/4/16,Featherweight,Charles Oliveira,7
1/4/16,Featherweight,Dennis Bermudez,8
1/4/16,Featherweight,Jeremy Stephens,9
1/4/16,Featherweight,Hacran Dias,10
1/4/16,Featherweight,Darren Elkins,11
1/4/16,Featherweight,Tatsuya Kawajiri,12
1/4/16,Featherweight,Clay Guida,13
1/4/16,Featherweight,Nik Lentz,14
1/4/16,Featherweight,Brian Ortega,15
1/4/16,Lightweight,Rafael dos Anjos,0
1/4/16,Lightweight,Anthony Pettis,1
1/4/16,Lightweight,Khabib Nurmagomedov,2
1/4/16,Lightweight,Donald Cerrone,3
1/4/16,Lightweight,Eddie Alvarez,4
1/4/16,Lightweight,Tony Ferguson,5
1/4/16,Lightweight,Michael Johnson,6
1/4/16,Lightweight,Nate Diaz,7
1/4/16,Lightweight,Beneil Dariush,8
1/4/16,Lightweight,Edson Barboza,8
1/4/16,Lightweight,Al Iaquinta,10
1/4/16,Lightweight,Bobby Green,11
1/4/16,Lightweight,Dustin Poirier,12
1/4/16,Lightweight,Michael Chiesa,13
1/4/16,Lightweight,Benson Henderson,14
1/4/16,Lightweight,Evan Dunham,15
1/4/16,Welterweight,Robbie Lawler,0
1/4/16,Welterweight,Rory MacDonald,1
1/4/16,Welterweight,Tyron Woodley,2
1/4/16,Welterweight,Johny Hendricks,3
1/4/16,Welterweight,Carlos Condit,4
1/4/16,Welterweight,Demian Maia,5
1/4/16,Welterweight,Matt Brown,6
1/4/16,Welterweight,Dong Hyun Kim,7
1/4/16,Welterweight,Neil Magny,8
1/4/16,Welterweight,Stephen Thompson,9
1/4/16,Welterweight,Tarec Saffiedine,10
1/4/16,Welterweight,Rick Story,11
1/4/16,Welterweight,Kelvin Gastelum,12
1/4/16,Welterweight,Benson Henderson,13
1/4/16,Welterweight,Thiago Alves,14
1/4/16,Welterweight,Gunnar Nelson,15
1/4/16,Middleweight,Luke Rockhold,0
1/4/16,Middleweight,Chris Weidman,1
1/4/16,Middleweight,Yoel Romero,2
1/4/16,Middleweight,Jacare Souza,3
1/4/16,Middleweight,Vitor Belfort,4
1/4/16,Middleweight,Lyoto Machida,5
1/4/16,Middleweight,Tim Kennedy,6
1/4/16,Middleweight,Michael Bisping,7
1/4/16,Middleweight,Robert Whittaker,8
1/4/16,Middleweight,Gegard Mousasi,9
1/4/16,Middleweight,Thales Leites,10
1/4/16,Middleweight,Uriah Hall,11
1/4/16,Middleweight,Derek Brunson,12
1/4/16,Middleweight,Dan Henderson,13
1/4/16,Middleweight,Roan Carneiro,14
1/4/16,Middleweight,CB Dollaway,15
1/4/16,Light Heavyweight,Daniel Cormier,0
1/4/16,Light Heavyweight,Jon Jones,1
1/4/16,Light Heavyweight,Anthony Johnson,2
1/4/16,Light Heavyweight,Alexander Gustafsson,3
1/4/16,Light Heavyweight,Ryan Bader,4
1/4/16,Light Heavyweight,Glover Teixeira,5
1/4/16,Light Heavyweight,Ovince Saint Preux,6
1/4/16,Light Heavyweight,Rashad Evans,7
1/4/16,Light Heavyweight,Mauricio Rua,8
1/4/16,Light Heavyweight,Jimi Manuwa,9
1/4/16,Light Heavyweight,Rampage Jackson,10
1/4/16,Light Heavyweight,Antonio Rogerio Nogueira,11
1/4/16,Light Heavyweight,Patrick Cummins,12
1/4/16,Light Heavyweight,Corey Anderson,13
1/4/16,Light Heavyweight,Rafael Cavalcante,14
1/4/16,Light Heavyweight,Gian Villante,15
1/4/16,Heavyweight,Fabricio Werdum,0
1/4/16,Heavyweight,Cain Velasquez,1
1/4/16,Heavyweight,Stipe Miocic,2
1/4/16,Heavyweight,Alistair Overeem,3
1/4/16,Heavyweight,Andrei Arlovski,3
1/4/16,Heavyweight,Junior Dos Santos,5
1/4/16,Heavyweight,Travis Browne,6
1/4/16,Heavyweight,Ben Rothwell,7
1/4/16,Heavyweight,Josh Barnett,8
1/4/16,Heavyweight,Mark Hunt,9
1/4/16,Heavyweight,Frank Mir,10
1/4/16,Heavyweight,Roy Nelson,11
1/4/16,Heavyweight,Jared Rosholt,12
1/4/16,Heavyweight,Antonio Silva,13
1/4/16,Heavyweight,Matt Mitrione,14
1/4/16,Heavyweight,Alexey Oliynyk,15
1/4/16,Women's Strawweight,Joanna Jedrzejczyk,0
1/4/16,Women's Strawweight,Claudia Gadelha,1
1/4/16,Women's Strawweight,Carla Esparza,2
1/4/16,Women's Strawweight,Rose Namajunas,3
1/4/16,Women's Strawweight,Tecia Torres,4
1/4/16,Women's Strawweight,Jessica Penne,5
1/4/16,Women's Strawweight,Valerie Letourneau,6
1/4/16,Women's Strawweight,Paige VanZant,7
1/4/16,Women's Strawweight,Joanne Calderwood,8
1/4/16,Women's Strawweight,Maryna Moroz,9
1/4/16,Women's Strawweight,Michelle Waterson,10
1/4/16,Women's Strawweight,Randa Markos,11
1/4/16,Women's Strawweight,Karolina Kowalkiewicz,12
1/4/16,Women's Strawweight,Jessica Aguilar,13
1/4/16,Women's Strawweight,Juliana Lima,14
1/4/16,Women's Strawweight,Felice Herrig,15
1/4/16,Women's Bantamweight,Holly Holm,0
1/4/16,Women's Bantamweight,Ronda Rousey,1
1/4/16,Women's Bantamweight,Miesha Tate,2
1/4/16,Women's Bantamweight,Cat Zingano,3
1/4/16,Women's Bantamweight,Amanda Nunes,4
1/4/16,Women's Bantamweight,Julianna Pena,5
1/4/16,Women's Bantamweight,Sara McMann,6
1/4/16,Women's Bantamweight,Jessica Eye,7
1/4/16,Women's Bantamweight,Bethe Correia,8
1/4/16,Women's Bantamweight,Liz Carmouche,9
1/4/16,Women's Bantamweight,Sarah Kaufman,10
1/4/16,Women's Bantamweight,Valentina Shevchenko,11
1/4/16,Women's Bantamweight,Marion Reneau,12
1/4/16,Women's Bantamweight,Raquel Pennington,13
1/4/16,Women's Bantamweight,Germaine de Randamie,14
1/4/16,Women's Bantamweight,Jessica Andrade,15
1/19/16,Pound-for-Pound,Jon Jones,1
1/19/16,Pound-for-Pound,Demetrious Johnson,2
1/19/16,Pound-for-Pound,Conor McGregor,3
1/19/16,Pound-for-Pound,Robbie Lawler,4
1/19/16,Pound-for-Pound,Fabricio Werdum,5
1/19/16,Pound-for-Pound,Rafael dos Anjos,6
1/19/16,Pound-for-Pound,Luke Rockhold,7
1/19/16,Pound-for-Pound,Jose Aldo,8
1/19/16,Pound-for-Pound,Dominick Cruz,9
1/19/16,Pound-for-Pound,Daniel Cormier,10
1/19/16,Pound-for-Pound,Chris Weidman,11
1/19/16,Pound-for-Pound,TJ Dillashaw,12
1/19/16,Pound-for-Pound,Holly Holm,13
1/19/16,Pound-for-Pound,Joanna Jedrzejczyk,14
1/19/16,Pound-for-Pound,Cain Velasquez,15
1/19/16,Flyweight,Demetrious Johnson,0
1/19/16,Flyweight,Joseph Benavidez,1
1/19/16,Flyweight,John Dodson,2
1/19/16,Flyweight,Henry Cejudo,3
1/19/16,Flyweight,Ian McCall,4
1/19/16,Flyweight,Jussier Formiga,5
1/19/16,Flyweight,Kyoji Horiguchi,6
1/19/16,Flyweight,John Moraga,7
1/19/16,Flyweight,Zach Makovsky,8
1/19/16,Flyweight,Dustin Ortiz,9
1/19/16,Flyweight,Ali Bagautinov,10
1/19/16,Flyweight,Ray Borg,11
1/19/16,Flyweight,Wilson Reis,12
1/19/16,Flyweight,Louis Smolka,13
1/19/16,Flyweight,Chris Cariaso,14
1/19/16,Flyweight,Sergio Pettis,15
1/19/16,Bantamweight,Dominick Cruz,0
1/19/16,Bantamweight,TJ Dillashaw,1
1/19/16,Bantamweight,Renan Barao,2
1/19/16,Bantamweight,Urijah Faber,3
1/19/16,Bantamweight,Raphael Assuncao,4
1/19/16,Bantamweight,Aljamain Sterling,5
1/19/16,Bantamweight,Michael McDonald,6
1/19/16,Bantamweight,Bryan Caraway,7
1/19/16,Bantamweight,Thomas Almeida,7
1/19/16,Bantamweight,Takeya Mizugaki,9
1/19/16,Bantamweight,Johnny Eduardo,10
1/19/16,Bantamweight,Frankie Saenz,11
1/19/16,Bantamweight,John Lineker,12
1/19/16,Bantamweight,Eddie Wineland,13
1/19/16,Bantamweight,Iuri Alcantara,14
1/19/16,Bantamweight,Francisco Rivera,15
1/19/16,Featherweight,Conor McGregor,0
1/19/16,Featherweight,Jose Aldo,1
1/19/16,Featherweight,Frankie Edgar,2
1/19/16,Featherweight,Chad Mendes,3
1/19/16,Featherweight,Max Holloway,4
1/19/16,Featherweight,Ricardo Lamas,5
1/19/16,Featherweight,Cub Swanson,6
1/19/16,Featherweight,Charles Oliveira,7
1/19/16,Featherweight,Dennis Bermudez,8
1/19/16,Featherweight,Jeremy Stephens,9
1/19/16,Featherweight,Hacran Dias,10
1/19/16,Featherweight,Darren Elkins,11
1/19/16,Featherweight,Tatsuya Kawajiri,12
1/19/16,Featherweight,Brian Ortega,13
1/19/16,Featherweight,Clay Guida,14
1/19/16,Featherweight,Nik Lentz,15
1/19/16,Lightweight,Rafael dos Anjos,0
1/19/16,Lightweight,Eddie Alvarez,1
1/19/16,Lightweight,Khabib Nurmagomedov,2
1/19/16,Lightweight,Anthony Pettis,3
1/19/16,Lightweight,Donald Cerrone,4
1/19/16,Lightweight,Tony Ferguson,5
1/19/16,Lightweight,Nate Diaz,6
1/19/16,Lightweight,Michael Johnson,7
1/19/16,Lightweight,Beneil Dariush,8
1/19/16,Lightweight,Edson Barboza,9
1/19/16,Lightweight,Al Iaquinta,10
1/19/16,Lightweight,Bobby Green,11
1/19/16,Lightweight,Dustin Poirier,12
1/19/16,Lightweight,Michael Chiesa,13
1/19/16,Lightweight,Evan Dunham,14
1/19/16,Lightweight,Benson Henderson,15
1/19/16,Welterweight,Robbie Lawler,0
1/19/16,Welterweight,Rory MacDonald,1
1/19/16,Welterweight,Johny Hendricks,2
1/19/16,Welterweight,Tyron Woodley,3
1/19/16,Welterweight,Carlos Condit,4
1/19/16,Welterweight,Demian Maia,5
1/19/16,Welterweight,Matt Brown,6
1/19/16,Welterweight,Dong Hyun Kim,7
1/19/16,Welterweight,Neil Magny,8
1/19/16,Welterweight,Stephen Thompson,8
1/19/16,Welterweight,Rick Story,10
1/19/16,Welterweight,Tarec Saffiedine,11
1/19/16,Welterweight,Kelvin Gastelum,12
1/19/16,Welterweight,Benson Henderson,13
1/19/16,Welterweight,Gunnar Nelson,14
1/19/16,Welterweight,Thiago Alves,14
1/19/16,Middleweight,Luke Rockhold,0
1/19/16,Middleweight,Chris Weidman,1
1/19/16,Middleweight,Jacare Souza,2
1/19/16,Middleweight,Vitor Belfort,3
1/19/16,Middleweight,Lyoto Machida,4
1/19/16,Middleweight,Tim Kennedy,5
1/19/16,Middleweight,Michael Bisping,6
1/19/16,Middleweight,Robert Whittaker,7
1/19/16,Middleweight,Gegard Mousasi,8
1/19/16,Middleweight,Thales Leites,9
1/19/16,Middleweight,Uriah Hall,10
1/19/16,Middleweight,Derek Brunson,11
1/19/16,Middleweight,Dan Henderson,12
1/19/16,Middleweight,Roan Carneiro,13
1/19/16,Middleweight,CB Dollaway,14
1/19/16,Middleweight,Rafael Natal,15
1/19/16,Light Heavyweight,Daniel Cormier,0
1/19/16,Light Heavyweight,Jon Jones,1
1/19/16,Light Heavyweight,Anthony Johnson,2
1/19/16,Light Heavyweight,Alexander Gustafsson,3
1/19/16,Light Heavyweight,Ryan Bader,4
1/19/16,Light Heavyweight,Glover Teixeira,5
1/19/16,Light Heavyweight,Ovince Saint Preux,6
1/19/16,Light Heavyweight,Rashad Evans,7
1/19/16,Light Heavyweight,Mauricio Rua,8
1/19/16,Light Heavyweight,Jimi Manuwa,9
1/19/16,Light Heavyweight,Patrick Cummins,10
1/19/16,Light Heavyweight,Antonio Rogerio Nogueira,11
1/19/16,Light Heavyweight,Corey Anderson,12
1/19/16,Light Heavyweight,Rafael Cavalcante,13
1/19/16,Light Heavyweight,Gian Villante,14
1/19/16,Light Heavyweight,Ilir Latifi,15
1/19/16,Heavyweight,Fabricio Werdum,0
1/19/16,Heavyweight,Cain Velasquez,1
1/19/16,Heavyweight,Stipe Miocic,2
1/19/16,Heavyweight,Alistair Overeem,3
1/19/16,Heavyweight,Andrei Arlovski,4
1/19/16,Heavyweight,Junior Dos Santos,5
1/19/16,Heavyweight,Travis Browne,6
1/19/16,Heavyweight,Ben Rothwell,7
1/19/16,Heavyweight,Josh Barnett,8
1/19/16,Heavyweight,Mark Hunt,9
1/19/16,Heavyweight,Frank Mir,10
1/19/16,Heavyweight,Roy Nelson,11
1/19/16,Heavyweight,Jared Rosholt,12
1/19/16,Heavyweight,Antonio Silva,13
1/19/16,Heavyweight,Matt Mitrione,14
1/19/16,Heavyweight,Alexey Oliynyk,15
1/19/16,Women's Strawweight,Joanna Jedrzejczyk,0
1/19/16,Women's Strawweight,Claudia Gadelha,1
1/19/16,Women's Strawweight,Carla Esparza,2
1/19/16,Women's Strawweight,Rose Namajunas,3
1/19/16,Women's Strawweight,Tecia Torres,4
1/19/16,Women's Strawweight,Jessica Penne,5
1/19/16,Women's Strawweight,Valerie Letourneau,6
1/19/16,Women's Strawweight,Paige VanZant,7
1/19/16,Women's Strawweight,Joanne Calderwood,8
1/19/16,Women's Strawweight,Maryna Moroz,9
1/19/16,Women's Strawweight,Michelle Waterson,10
1/19/16,Women's Strawweight,Randa Markos,11
1/19/16,Women's Strawweight,Karolina Kowalkiewicz,12
1/19/16,Women's Strawweight,Jessica Aguilar,13
1/19/16,Women's Strawweight,Juliana Lima,14
1/19/16,Women's Strawweight,Felice Herrig,15
1/19/16,Women's Bantamweight,Holly Holm,0
1/19/16,Women's Bantamweight,Ronda Rousey,1
1/19/16,Women's Bantamweight,Miesha Tate,2
1/19/16,Women's Bantamweight,Cat Zingano,3
1/19/16,Women's Bantamweight,Amanda Nunes,4
1/19/16,Women's Bantamweight,Julianna Pena,5
1/19/16,Women's Bantamweight,Sara McMann,6
1/19/16,Women's Bantamweight,Jessica Eye,7
1/19/16,Women's Bantamweight,Bethe Correia,8
1/19/16,Women's Bantamweight,Liz Carmouche,9
1/19/16,Women's Bantamweight,Sarah Kaufman,10
1/19/16,Women's Bantamweight,Valentina Shevchenko,11
1/19/16,Women's Bantamweight,Marion Reneau,12
1/19/16,Women's Bantamweight,Raquel Pennington,13
1/19/16,Women's Bantamweight,Germaine de Randamie,14
1/19/16,Women's Bantamweight,Jessica Andrade,15
2/1/16,Pound-for-Pound,Jon Jones,1
2/1/16,Pound-for-Pound,Demetrious Johnson,2
2/1/16,Pound-for-Pound,Conor McGregor,3
2/1/16,Pound-for-Pound,Robbie Lawler,4
2/1/16,Pound-for-Pound,Fabricio Werdum,5
2/1/16,Pound-for-Pound,Rafael dos Anjos,6
2/1/16,Pound-for-Pound,Luke Rockhold,7
2/1/16,Pound-for-Pound,Dominick Cruz,8
2/1/16,Pound-for-Pound,Jose Aldo,9
2/1/16,Pound-for-Pound,Daniel Cormier,10
2/1/16,Pound-for-Pound,Chris Weidman,11
